Title,Author,Affiliations,Status
Three-dimensional Structure of Incomplete Carbon-Oxygen Detonations in Type Ia Supernovae,Magaret Donnelly,"IOP Publishing, Washington, DC 20005",Complete
Rapid follow-up of infant supernovae with the Gran Telescopio de Canarias,http://orcid.org/#1,N/A,Incomplete
Rapid follow-up of infant supernovae with the Gran Telescopio de Canarias,Llu\'is GalbanyCorresponding author. l.g@csic.es,N/A,Incomplete
Rapid follow-up of infant supernovae with the Gran Telescopio de Canarias,Claudia P. Guti\'errez0000-0003-2375-2064,N/A,Incomplete
Rapid follow-up of infant supernovae with the Gran Telescopio de Canarias,Lara Piscarreta0009-0006-4637-4085,N/A,Incomplete
Rapid follow-up of infant supernovae with the Gran Telescopio de Canarias,Alaa Alburai0009-0007-2731-5562,N/A,Incomplete
Rapid follow-up of infant supernovae with the Gran Telescopio de Canarias,Noor Ali0009-0002-6802-8045,N/A,Incomplete
Rapid follow-up of infant supernovae with the Gran Telescopio de Canarias,Dane Cross0000-0002-6356-7085,N/A,Incomplete
Rapid follow-up of infant supernovae with the Gran Telescopio de Canarias,Maider Gonz\'alez-Ba\ nuelos0009-0006-6238-3598,N/A,Incomplete
Rapid follow-up of infant supernovae with the Gran Telescopio de Canarias,Cristina Jim\'enez-Palau0000-0002-4374-0661,N/A,Incomplete
Rapid follow-up of infant supernovae with the Gran Telescopio de Canarias,Maria Kopsacheili0000-0002-3563-819X,N/A,Incomplete
Rapid follow-up of infant supernovae with the Gran Telescopio de Canarias,"Tom\'as E. M\"uller-Bravo0000-0003-3939-7167",N/A,Incomplete
Rapid follow-up of infant supernovae with the Gran Telescopio de Canarias,Kim Phan0000-0001-6383-860X,N/A,Incomplete
Rapid follow-up of infant supernovae with the Gran Telescopio de Canarias,Ramon Sanfeliu0009-0007-0178-2875,N/A,Incomplete
Rapid follow-up of infant supernovae with the Gran Telescopio de Canarias,Maximilian D. Stritzinger0000-0002-5571-1833,N/A,Incomplete
Rapid follow-up of infant supernovae with the Gran Telescopio de Canarias,Chris Ashall0000-0002-5221-7557,N/A,Incomplete
Rapid follow-up of infant supernovae with the Gran Telescopio de Canarias,Eddie Baron0000-0001-5393-1608,N/A,Incomplete
Rapid follow-up of infant supernovae with the Gran Telescopio de Canarias,Gast\'on Folatelli0000-0001-5247-1486,N/A,Incomplete
Rapid follow-up of infant supernovae with the Gran Telescopio de Canarias,Melina Bersten0000-0002-6991-0550,N/A,Incomplete
Rapid follow-up of infant supernovae with the Gran Telescopio de Canarias,Willem Hoogendam0000-0003-3953-9532,N/A,Incomplete
Rapid follow-up of infant supernovae with the Gran Telescopio de Canarias,Saurabh Jha0000-0001-8738-6011,N/A,Incomplete
Rapid follow-up of infant supernovae with the Gran Telescopio de Canarias,Thomas de Jaeger0000-0001-5955-2502,N/A,Incomplete
Rapid follow-up of infant supernovae with the Gran Telescopio de Canarias,Alexei V. Filippenko0000-0003-3460-0103,N/A,Incomplete
Rapid follow-up of infant supernovae with the Gran Telescopio de Canarias,Thomas G. Brink0000-0001-5955-2502,N/A,Incomplete
Rapid follow-up of infant supernovae with the Gran Telescopio de Canarias,D. Andrew Howell0000-0003-4253-656X,N/A,Incomplete
Rapid follow-up of infant supernovae with the Gran Telescopio de Canarias,and Daichi Hiramatsu0000-0002-1125-9187,"Institute of Space Sciences (ICE, CSIC), Campus UAB, Carrer de Can Magrans, s/n, E-08193 Barcelona, Spain; Institut d'Estudis Espacials de Catalunya (IEEC), 08860 Castelldefels (Barcelona), Spain; European Southern Observatory, Karl-Schwarzschild-Strasse 2, 85748 Garching bei München, Germany; Institut de F\'isica d’Altes Energies (IFAE), Campus UAB, 08193 Bellaterra (Barcelona), Spain; School of Physics, Trinity College Dublin, The University of Dublin, Dublin 2, Ireland; Instituto de Ciencias Exactas y Naturales (ICEN), Universidad Arturo Prat, Chile; Department of Physics and Astronomy, Aarhus University, Ny Munkegade 120, DK-8000 Aarhus C, Denmark; Institute for Astronomy, University of Hawai‘i, 2680 Woodlawn Drive, Honolulu, HI 96822, USA; Homer L. Dodge Dept. of Physics and Astronomy, U. of Oklahoma, Rm 100 440 W. Brooks, Norman, OK 73019-2061, USA; Instituto de Astrof\'isica de La Plata (IALP), CCT-CONICET-UNLP. Paseo del Bosque S/N, B1900FWA, La Plata, Argentina; Dept. of Physics and Astronomy, Rutgers, the State U. New Jersey,136 Frelinghuysen Road, Piscataway, NJ08854-8019, USA; Sorbonne Universit\'e, CNRS/IN2P3, LPNHE, F-75005, Paris, France; Department of Astronomy, University of California, Berkeley, CA 94720-3411, USA; Las Cumbres Observatory, 6740 Cortona Dr, Suite 102, Goleta, CA 93117-5575, USA; Department of Physics, University of California, Santa Barbara, CA 93106-9530, USA
Title,Author,Affiliations,Status
Alignment and optical verification of DESHIMA 2.0 at ASTE,Yoichi Tamura,N/A,Incomplete
Alignment and optical verification of DESHIMA 2.0 at ASTE,Akio Taniguchi,N/A,Incomplete
Alignment and optical verification of DESHIMA 2.0 at ASTE,Stephen J. C. Yates,N/A,Incomplete
Alignment and optical verification of DESHIMA 2.0 at ASTE,Bernhard R. Brandl,N/A,Incomplete
Alignment and optical verification of DESHIMA 2.0 at ASTE,Akira Endo,"Faculty of Electrical Engineering, Mathematics and Computer Science, Delft University of Technology, Mekelweg 4, 2628 CD Delft, The Netherlands; SRON—Netherlands Institute for Space Research, Niels Bohrweg 4, 2333 CA Leiden, The Netherlands; Physikalisches Institut, Universität zu Köln, Zülpicher Straße 77, 50937 Cologne, Germany; The Institute of Statistical Mathematics, 10-3 Midori-cho, Tachikawa, Tokyo 190-8562, Japan; Institute of Astronomy, Graduate School of Science, The University of Tokyo, 2-21-1 Osawa, Mitaka, Tokyo 181-0015, Japan; Research Center for the Early Universe, Graduate School of Science, The University of Tokyo, 7-3-1 Hongo, Bunkyo-ku, Tokyo 113-0033, Japan; DEMO: Electronic and Mechanical Support Division, Delft University of Technology, Mekelweg 4, 2628 CD Delft, The Netherlands; Kitami Institute of Technology, 165 Koen-cho, Kitami, Hokkaido 090-8507, Japan; Department of Physics, Graduate School of Science, Nagoya University, Furo-cho, Chikusa-ku, Nagoya, Aichi 464-8602, Japan; SRON—Netherlands Institute for Space Research, Landleven 12, 9747 AD Groningen, The Netherlands; Leiden Observatory, Leiden University, PO Box 9513, 2300 RA Leiden, The Netherlands; Faculty of Aerospace Engineering, Delft University of Technology, Kluyverweg 1, 2629 HS Delft, The Netherlands",Complete
IRIS: A Bayesian Approach for Image Reconstruction in Radio Interferometry with expressive Score-Based priors,Noé Dia,"Université de Montréal, Montréal, Canada; Mila - Quebec Artificial Intelligence Institute, Montréal, Canada; Ciela - Montreal Institute for Astrophysical Data Analysis and Machine Learning, Montréal, Canada",Complete
IRIS: A Bayesian Approach for Image Reconstruction in Radio Interferometry with expressive Score-Based priors,M. J. Yantovski-Barth,"Université de Montréal, Montréal, Canada; Mila - Quebec Artificial Intelligence Institute, Montréal, Canada; Ciela - Montreal Institute for Astrophysical Data Analysis and Machine Learning, Montréal, Canada",Complete
IRIS: A Bayesian Approach for Image Reconstruction in Radio Interferometry with expressive Score-Based priors,Alexandre Adam,"Université de Montréal, Montréal, Canada; Mila - Quebec Artificial Intelligence Institute, Montréal, Canada; Ciela - Montreal Institute for Astrophysical Data Analysis and Machine Learning, Montréal, Canada",Complete
IRIS: A Bayesian Approach for Image Reconstruction in Radio Interferometry with expressive Score-Based priors,Micah Bowles,"Department of Astrophysics, University of Oxford, Oxford UK",Complete
IRIS: A Bayesian Approach for Image Reconstruction in Radio Interferometry with expressive Score-Based priors,Laurence Perreault-Levasseur,"Université de Montréal, Montréal, Canada; Mila - Quebec Artificial Intelligence Institute, Montréal, Canada; Ciela - Montreal Institute for Astrophysical Data Analysis and Machine Learning, Montréal, Canada; Flatiron Institute - Center for Computational Astrophysics, New York, USA; Perimeter Institute, Waterloo, Canada; Trottier Space Institute, McGill University, Montréal, Canada",Complete
IRIS: A Bayesian Approach for Image Reconstruction in Radio Interferometry with expressive Score-Based priors,Yashar Hezaveh,"Université de Montréal, Montréal, Canada; Mila - Quebec Artificial Intelligence Institute, Montréal, Canada; Ciela - Montreal Institute for Astrophysical Data Analysis and Machine Learning, Montréal, Canada; Flatiron Institute - Center for Computational Astrophysics, New York, USA; Perimeter Institute, Waterloo, Canada; Trottier Space Institute, McGill University, Montréal, Canada",Complete
IRIS: A Bayesian Approach for Image Reconstruction in Radio Interferometry with expressive Score-Based priors,Anna Scaife,"University of Manchester, Manchester, UK; The Alan Turing Institute, UK",Complete
"Constraining Disk-to-Corona Power Transfer Fraction, Soft X-ray Excess Origin, and Black Hole Spin Population of Type-1 AGN across Mass Scales",L. Mallick,"Department of Physics \& Astronomy, University of Manitoba, 30A Sifton Road, Winnipeg, Manitoba R3T 2N2, Canada; Canadian Institute for Theoretical Astrophysics (CITA), University of Toronto, 60 St. George Street, Toronto, Ontario M5S 3H8, Canada; Cahill Center for Astronomy and Astrophysics, California Institute of Technology, Pasadena, CA 91125, USA",Complete
"Constraining Disk-to-Corona Power Transfer Fraction, Soft X-ray Excess Origin, and Black Hole Spin Population of Type-1 AGN across Mass Scales",C. Pinto,"INAF/IASF Palermo, via Ugo La Malfa 153, I-90146 Palermo, Italy",Complete
"Constraining Disk-to-Corona Power Transfer Fraction, Soft X-ray Excess Origin, and Black Hole Spin Population of Type-1 AGN across Mass Scales",J. A. Tomsick,"Space Sciences Laboratory, 7 Gauss Way, University of California, Berkeley, CA 94720-7450, USA",Complete
"Constraining Disk-to-Corona Power Transfer Fraction, Soft X-ray Excess Origin, and Black Hole Spin Population of Type-1 AGN across Mass Scales",A. G. Markowitz,"Nicolaus Copernicus Astronomical Center, Polish Academy of Sciences, Bartycka 18, 00-716, Warsaw, Poland",Complete
"Constraining Disk-to-Corona Power Transfer Fraction, Soft X-ray Excess Origin, and Black Hole Spin Population of Type-1 AGN across Mass Scales",A. C. Fabian,"Institute of Astronomy, University of Cambridge, Madingley Road, Cambridge CB3 0HA, UK",Complete
"Constraining Disk-to-Corona Power Transfer Fraction, Soft X-ray Excess Origin, and Black Hole Spin Population of Type-1 AGN across Mass Scales",S. Safi-Harb,"Department of Physics \& Astronomy, University of Manitoba, 30A Sifton Road, Winnipeg, Manitoba R3T 2N2, Canada",Complete
"Constraining Disk-to-Corona Power Transfer Fraction, Soft X-ray Excess Origin, and Black Hole Spin Population of Type-1 AGN across Mass Scales",J. F. Steiner,"Center for Astrophysics $\vert$ Harvard \& Smithsonian, 60 Garden St. Cambridge, MA 02138, USA",Complete
"Constraining Disk-to-Corona Power Transfer Fraction, Soft X-ray Excess Origin, and Black Hole Spin Population of Type-1 AGN across Mass Scales",F. Pacucci,"Center for Astrophysics $\vert$ Harvard \& Smithsonian, 60 Garden St. Cambridge, MA 02138, USA; Black Hole Initiative, Harvard University, 20 Garden St. Cambridge, MA 02138, USA",Complete
"Constraining Disk-to-Corona Power Transfer Fraction, Soft X-ray Excess Origin, and Black Hole Spin Population of Type-1 AGN across Mass Scales",W. N. Alston,"Centre for Astrophysics Research, University of Hertfordshire, College Lane, Hatfield AL10 9AB, UK",Complete
"A Data-Driven M Dwarf Model and Detailed Abundances for $\sim$17,000 M Dwarfs in SDSS-V",Aida Behmard,"Center for Computational Astrophysics, Flatiron Institute, 162 Fifth Ave, New York, NY 10010, USA; abehmard@flatironinstitute.org; American Museum of Natural History, 200 Central Park West, Manhattan, NY 10024, USA",Complete
"A Data-Driven M Dwarf Model and Detailed Abundances for $\sim$17,000 M Dwarfs in SDSS-V",Melissa K. Ness,"Research School of Astronomy and Astrophysics, Australian National University, Canberra, ACT 2601, Australia",Complete
"A Data-Driven M Dwarf Model and Detailed Abundances for $\sim$17,000 M Dwarfs in SDSS-V",Andrew R. Casey,"School of Physics and Astronomy, Monash University, Melbourne, VIC 3800, Australia; ARC Centre of Excellence for All Sky Astrophysics in Three Dimensions (ASTRO-3D), Australia; Center for Computational Astrophysics, Flatiron Institute, 162 Fifth Ave, New York, NY 10010, USA",Complete
"A Data-Driven M Dwarf Model and Detailed Abundances for $\sim$17,000 M Dwarfs in SDSS-V",Ruth Angus,"American Museum of Natural History, 200 Central Park West, Manhattan, NY 10024, USA",Complete
"A Data-Driven M Dwarf Model and Detailed Abundances for $\sim$17,000 M Dwarfs in SDSS-V",Katia Cunha,"University of Arizona, Tucson, AZ 85719, USA; Observatório Nacional, São Cristóvão, Rio de Janeiro, Brazil",Complete
"A Data-Driven M Dwarf Model and Detailed Abundances for $\sim$17,000 M Dwarfs in SDSS-V",Diogo Souto,"Departamento de F\'isica, Universidade Federal de Sergipe, Av. Marcelo Deda Chagas, S/N Cep 49.107-230, S\~ao Crist\'ov\~ao, SE, Brazil",Complete
"A Data-Driven M Dwarf Model and Detailed Abundances for $\sim$17,000 M Dwarfs in SDSS-V",Yuxi(Lucy) Lu,"Department of Astronomy, The Ohio State University, Columbus, 140 W 18th Ave, OH 43210, USA; Center for Cosmology and Astroparticle Physics (CCAPP), The Ohio State University, 191 W. Woodruff Ave., Columbus, OH 43210, USA",Complete
"A Data-Driven M Dwarf Model and Detailed Abundances for $\sim$17,000 M Dwarfs in SDSS-V",Jennifer A. Johnson,"Department of Astronomy and Center for Cosmology and AstroParticle Physics, Ohio State University, Columbus, OH 43210, USA",Complete
Measuring Star Formation Rates in the Milky Way from Hi-GAL 70 $\mu$m Observations,Davide Elia,"INAF-IAPS, Via del Fosso del Cavaliere 100, I-00133 Roma, Italy",Complete
Measuring Star Formation Rates in the Milky Way from Hi-GAL 70 $\mu$m Observations,Neal J. Evans II,"Department of Astronomy, The University of Texas at Austin, 2515 Speedway, Stop C1400, Austin, Texas 78712-1205, USA",Complete
Measuring Star Formation Rates in the Milky Way from Hi-GAL 70 $\mu$m Observations,Juan D. Soler,"INAF-IAPS, Via del Fosso del Cavaliere 100, I-00133 Roma, Italy",Complete
Measuring Star Formation Rates in the Milky Way from Hi-GAL 70 $\mu$m Observations,Francesco Strafella,"Department of Mathematics and Physics `E. De Giorgi', University of Salento, Via per Arnesano, Lecce I-73100, Italy; INFN, Sezione di Lecce, Via per Arnesano, Lecce I-73100, Italy; INAF, Sezione di Lecce, Via per Arnesano, Lecce I-73100, Italy",Complete
Measuring Star Formation Rates in the Milky Way from Hi-GAL 70 $\mu$m Observations,Eugenio Schisano,"INAF-IAPS, Via del Fosso del Cavaliere 100, I-00133 Roma, Italy",Complete
