title,abs_journal,status
Longtime Monitoring of TeV Radio Galaxies with HAWC,The Astrophysical Journal,success
Direct Inference of Nuclear Equation-of-State Parameters from Gravitational-Wave Observations,arXiv e-prints,success
The Modeling Landscape of Extragalactic CO in CMB Surveys,arXiv e-prints,success
"The NIKA2 cosmological legacy survey at 2 mm: catalogs, colors, redshift distributions, and implications for deep surveys",arXiv e-prints,success
Perturbing AGN Accretion Disks with Stars and Moderately Massive Black Holes: Implications for Changing-Look AGN and Quasi-Periodic Eruptions,arXiv e-prints,success
On the validity of separate-universe approach in transient ultra-slow-roll inflation,Physical Review D,success
BASIL: Fast broadband line-rich spectral-cube fitting and image visualization via Bayesian quadrature,Astronomy and Astrophysics,success
Unveiling the Nature and Fate of the Almost-Dark Cloud AGC 226178 through HI Mapping,Astronomy and Astrophysics,success
Even Redder than we Knew: Color and $A_{\mathrm{V}}$ Evolution up to $z=2.5$ from JWST/NIRCam Photometry,Astronomy and Astrophysics,success
Variability-finding in Rubin Data Preview 1 with LSDB,arXiv e-prints,success
Sagittarius A* near-infrared flares polarization as a probe of space-time I: Non-rotating exotic compact objects,arXiv e-prints,success
Constraining the Origin of FRB 20121102A's Persistent Radio Source with Long-Term Radio Observations,arXiv e-prints,success
Measuring the Suns radial velocity variability due to supergranulation over a magnetic cycle,Monthly Notices of the Royal Astronomical Society,success
Implications for dark energy of cosmic transparency in light of DESI data,arXiv e-prints,success
Multimessenger Emission from Very-High-Energy Black Hole-Jet Systems in the Milky Way,arXiv e-prints,success
MOSDEF-3D: Keck/OSIRIS Maps of the Ionized ISM in $z \sim 2$ Galaxies,arXiv e-prints,success
Simulation-based population inference of LISA's Galactic binaries: Bypassing the global fit,Physical Review D,success
Bahamas: BAyesian inference with HAmiltonian Montecarlo for Astrophysical Stochastic background,arXiv e-prints,success
Are Helium Atmospheres Hiding as Volatile-rich in Current Exoplanet Analysis Frameworks?,arXiv e-prints,success
Cosmology from Planck CMB Lensing and DESI DR1 Quasar Tomography,Journal of Cosmology and Astroparticle Physics,success
ACT DR6 Leads to Stronger Evidence for Dynamical Dark Matter,arXiv e-prints,success
DeepDive: A deep dive into the physics of the first massive quiescent galaxies in the Universe,arXiv e-prints,success
Resolving the negative neutrino mass with cosmic birefringence,Physical Review Letters,success
XRISM View of the Newly Detected Galactic Source MAXI J1744-294,The Astrophysical Journal,success
A Comprehensive Statistical Study of Gamma-Ray Bursts and Supernovae Association,The Astrophysical Journal,success
Characterizing the Dynamics and Chemistry of Transiting Exoplanets with the Habitable World Observatory,arXiv e-prints,success
Probing Binary Neutron Star Merger Ejecta and Remnants with Gravitational Wave and Radio Observations,arXiv e-prints,success
Bayesian constraints on quark and neutron stars from multi-messenger observations,arXiv e-prints,success
A dynamical coherency gate for state recovery: Statistical requiem for the long arc of cislunar orbital mis-prediction,arXiv e-prints,success
Exploring the signature of assembly bias and modified gravity using small-scale clusterings of galaxies,The Astrophysical Journal,success
The diffuse supernova neutrino background: a modern approach,arXiv e-prints,success
Hydrodynamical modelling of Type IIb SNe,arXiv e-prints,success
Millimeter-wave observations of Euclid Deep Field South using the South Pole Telescope: A data release of temperature maps and catalogs,arXiv e-prints,success
RESOLVE: Rare Event Surrogate Likelihood for Gravitational Wave Paleontology Parameter Estimation,arXiv e-prints,success
"On Linking Planet Formation Models, Protoplanetary Disk Properties, and Mature Gas Giant Exoplanet Atmospheres",arXiv e-prints,success
Radioastron probing the fine structure of the flaring H2O maser in star-forming region G25.65+1.05,arXiv e-prints,success
Applying Vision Transformers on Spectral Analysis of Astronomical Objects,arXiv e-prints,success
Complete survey of r-process conditions: the (un-)robustness of the r-process(-es),The Astrophysical Journal,success
SPLASH: A Rapid Host-Based Supernova Classifier for Wide-Field Time-Domain Surveys,arXiv e-prints,success
Spins of Black Holes in X-ray Binaries and the Tension with the Gravitational Wave Measurements,arXiv e-prints,success
Structure and Magnetic Field of Bright-rimmed Cloud IC 1396E/SFO 38,Publications of the Astronomical Society of Japan,success
A Precise Metallicity and Carbon-to-Oxygen Ratio for a Warm Giant Exoplanet from its Panchromatic JWST Emission Spectrum,arXiv e-prints,success
Interpretation of the binary black hole mass spectrum,arXiv e-prints,success
Probing the Turbulent Corona and Heliosphere Using Radio Spectral Imaging Observation during the Solar Conjunction of Crab Nebula,The Astrophysical Journal,success
Science Prospects for the Southern Wide-field Gamma-ray Observatory: SWGO,arXiv e-prints,success
Constraining self-interacting ultrahigh-energy neutrinos by cosmic microwave background spectral distortion,arXiv e-prints,success
Recurring region for neutron-star observables,arXiv e-prints,success
EMPRESS. XV. A New Determination of the Primordial Helium Abundance Suggesting a Moderately Low $Y_\mathrm{P}$ Value,arXiv e-prints,success
Critical Metallicity of Cool Supergiant Formation. II. Physical Origin,arXiv e-prints,success
The Cygnus X-1 Puzzle: Implications of X-ray Polarization Measurements in the Soft and Hard States on the Properties of the Accretion Flow and the Emission Mechanisms,The Astrophysical Journal,success
Sampling Bayesian probabilities given only sampled priors,arXiv e-prints,success
Cosmography with DESI DR2 and SN data,Physical Review D,success
Forecast Constraints on Bouncing Cosmology from High Frequency Gravitational Waves Using Superconducting LC Circuits and Resonant Cavities,arXiv e-prints,success
First eccentric inspiral-merger-ringdown analysis of neutron star-black hole mergers,The Astrophysical Journal,success
Probing Cosmic Curvature with Fast Radio Bursts and DESI DR2,arXiv e-prints,success
Monte Carlo simulations of relativistic shock breakout from a stellar wind,arXiv e-prints,success
Constraining the Stellar-to-Halo Mass Relation with Galaxy Clustering and Weak Lensing from DES Year 3 Data,arXiv e-prints,success
Revision of conservative lower bound on intergalactic magnetic field from Fermi and Cherenkov telescope observations of extreme blazars,arXiv e-prints,success
The VLA Frontier Fields Survey: A 6GHz High-resolution Radio Survey of Abell 2744,arXiv e-prints,success
"Optical Flares in the Luminous Fast Blue Optical Transient AT2022tsd (""Tasmanian Devil"")",arXiv e-prints,success
Schwinger effect in axion inflation on a lattice,arXiv e-prints,success
The Jet Origin of the Mid-infrared Excess in the Black Hole V404 Cygni in Quiescence,The Astrophysical Journal,success
Relativistic van Allen belts in magnetospheres of pulsars and white dwarfs,arXiv e-prints,success
Outflows from Star-Forming Galaxies in the Early Universe: Evolution from Double- to Single-Peaked Lyman-$ α$ Profiles Following Delayed Supernova Feedback,arXiv e-prints,success
The Low Mass Dwarf Host Galaxy of Non-Repeating FRB 20230708A,arXiv e-prints,success
The Importance of the Population III Initial Mass Function in Determining the Characteristics of the Earliest Galaxies,The Astrophysical Journal,success
The Ultimate I-band Calibration of the TRGB Standard Candle,Acta Astronomica,success
Nowhere left to hide: revealing realistic gravitational-wave populations in high dimensions and high resolution with PixelPop,arXiv e-prints,success
Diagnosing electron-neutrino lepton number crossings in core-collapse supernovae: a comparison of methods,Physical Review D,success
New bounds on Memory Burdened Primordial Black Holes from Big Bang Nucleosynthesis,Journal of Cosmology and Astroparticle Physics,success
High Dimensional Beam Inference II: Inference of a Perturbed HERA Beam from Simulated Visibility Data,RAS Techniques and Instruments,success
SPT-3G D1: CMB temperature and polarization power spectra and cosmology from 2019 and 2020 observations of the SPT-3G Main field,arXiv e-prints,success
Updated constraints on the primordial power spectrum at sub-Mpc scales,arXiv e-prints,success
Open Cluster Members in the APOGEE DR17. I. Dynamics and Star Members,Astronomy and Astrophysics,success
Evidence of Time-Dependent Diffusive Shock Acceleration in the 2022 September 5 Solar Energetic Particle Event,The Astrophysical Journal,success
Can tidal evolution lead to close-in planetary bodies around white dwarfs II: volcanism and transits,Monthly Notices of the Royal Astronomical Society,success
Can tidal evolution lead to close-in planetary bodies around white dwarfs I: Orbital period distribution,Monthly Notices of the Royal Astronomical Society,success
The unusual spectrum of the X-ray transient source XRISM J174610.8-290021 near the Galactic center,Publications of the Astronomical Society of Japan,success
Low-Luminosity Type IIP Supernovae from the Zwicky Transient Facility Census of the Local Universe. II: Lightcurve Analysis,arXiv e-prints,success
Physics Of Eclipsing Binaries. VII. Interferometric module,arXiv e-prints,success
Detecting Land with Reflected Light Spectroscopy to Rule Out Waterworld O2 Biosignature False Positives,The Astrophysical Journal,success
KSZ Velocity Reconstruction with ACT and DESI-LS using a Tomographic QML Power Spectrum Estimator,arXiv e-prints,success
Lensing Without Borders: Measurements of galaxy-galaxy lensing and projected galaxy clustering in DESI DR1,arXiv e-prints,success
"REBELS-MOSFIRE: Weak CIII] Emission is Typical Among Extremely UV-bright, Massive Galaxies at $z\sim7$",arXiv e-prints,success
TDCOSMO XXIII. First spatially resolved kinematics of the lens galaxy obtained using JWST-NIRSpec to improve time-delay cosmography,arXiv e-prints,success
Optical Strong Line Ratios Cannot Distinguish Between Stellar Populations and Accreting Black Holes at High Ionization Parameters and Low Metallicities,The Astrophysical Journal,success
Velocity Reconstruction from KSZ: Measuring $f_{NL}$ with ACT and DESILS,arXiv e-prints,success
A pipeline to search for signatures of line-of-sight acceleration in gravitational wave signals produced by compact binary coalescences,arXiv e-prints,success
Euclid preparation. Full-shape modelling of 2-point and 3-point correlation functions in real space,arXiv e-prints,success
Spins of SMBHs in distant low luminosity AGNs,Research in Astronomy and Astrophysics,success
"Stretch to stretch, dust to dust: low-value local $H_{0}$ measurement from two-population modelling of type Ia supernovae",Astronomy and Astrophysics,success
Disentangling the growth rate of perturbations from the HI bias using only clustering data from galaxy surveys,arXiv e-prints,success
A Joint JWST and HST View of Omega Centauri: Multiple Stellar Populations and Their Kinematics,arXiv e-prints,success
An Accretion Flare Interpretation for the UHE Neutrino Event KM3-230213A,arXiv e-prints,success
KMT-2022-BLG-0086: Another binary-lens binary-source microlensing event,The Astronomical Journal,success
Blowing star formation away in AGN Hosts (BAH) -- III: Feeding and feedback in 3C\:293 observed with JWST NIRSpec,arXiv e-prints,success
Physics Of Eclipsing Binaries. IX. Spectroscopic module,arXiv e-prints,success
Low multipole mapmaking for global 21-cm experiments,Monthly Notices of the Royal Astronomical Society,success
