title,authors,affiliations
The Ophiuchus DIsk Survey Employing ALMA (ODISEA): A Unified Evolutionary Sequence of Planet-Driven Substructures Explaining the Diversity of Disk Morphologies,"['Santiago Orcajo', 'Lucas A. Cieza', 'Octavio Guilera', ""Sebasti\\'an P\\'erez"", 'Fernando R. Rannou', ""Camilo Gonz\\'alez-Ruilova"", 'Grace Batalla-Falcon', 'Trisha Bhowmik', 'Prachi Chavan', 'Simon Casassus', 'Anuroop Dasgupta', 'Kevin Diaz', ""Jos\\'e L. Gomez"", 'Antonio S. Hales']","[['Facultad de Ciencias Astronomicas y Geofisicas, Universidad Nacional de La Plata, Paseo del Bosque s/n, 1900 La Plata, Argentina', 'Instituto de Astrofísica de La Plata (IALP), CCT La Plata-CONICET-UNLP, Paseo del Bosque s/n, La Plata, Argentina'], ['Instituto de Estudios Astrofisicos, Facultad de Ingeniería y Ciencias, Universidad Diego Portales, Av. Ejercito 441, Santiago, Chile', 'Millennium Nucleus on Young Exoplanets and their Moons (YEMS), Chile'], ['Facultad de Ciencias Astronomicas y Geofisicas, Universidad Nacional de La Plata, Paseo del Bosque s/n, 1900 La Plata, Argentina', 'Instituto de Astrofísica de La Plata (IALP), CCT La Plata-CONICET-UNLP, Paseo del Bosque s/n, La Plata, Argentina'], [""Departamento de Física, Universidad de Santiago de Chile, Av. V\\'ictor Jara 3493, Santiago, Chile"", 'Millennium Nucleus on Young Exoplanets and their Moons (YEMS), Chile', 'Center for Interdisciplinary Research in Astrophysics Space Exploration (CIRAS), Universidad de Santiago de Chile, Chile'], [""Departamento de Ingenier\\'ia Inform\\'atica, Universidad de Santiago de Chile, Av. Víctor Jara 3659, Estación Central, Santiago, Chile"", 'Millennium Nucleus on Young Exoplanets and their Moons (YEMS), Chile', 'Center for Interdisciplinary Research in Astrophysics Space Exploration (CIRAS), Universidad de Santiago de Chile, Chile'], [""Departamento de Física, Universidad de Santiago de Chile, Av. V\\'ictor Jara 3493, Santiago, Chile"", 'Millennium Nucleus on Young Exoplanets and their Moons (YEMS), Chile', 'Center for Interdisciplinary Research in Astrophysics Space Exploration (CIRAS), Universidad de Santiago de Chile, Chile'], ['Instituto de Estudios Astrofisicos, Facultad de Ingeniería y Ciencias, Universidad Diego Portales, Av. Ejercito 441, Santiago, Chile'], ['Instituto de Estudios Astrofisicos, Facultad de Ingeniería y Ciencias, Universidad Diego Portales, Av. Ejercito 441, Santiago, Chile', 'Millennium Nucleus on Young Exoplanets and their Moons (YEMS), Chile'], ['Instituto de Estudios Astrofisicos, Facultad de Ingeniería y Ciencias, Universidad Diego Portales, Av. Ejercito 441, Santiago, Chile', 'Millennium Nucleus on Young Exoplanets and their Moons (YEMS), Chile'], ['Departamento de Astronomía, Universidad de Chile, Casilla 36-D, Santiago, Chile', 'Data Observatory Foundation, to Data Observatory Foundation, Eliodoro Yañez ˜ 2990, Providencia, Santiago, Chile', 'Millennium Nucleus on Young Exoplanets and their Moons (YEMS), Chile'], ['Instituto de Estudios Astrofisicos, Facultad de Ingeniería y Ciencias, Universidad Diego Portales, Av. Ejercito 441, Santiago, Chile', 'Millennium Nucleus on Young Exoplanets and their Moons (YEMS), Chile'], [""Departamento de Ingenier\\'ia Inform\\'atica, Universidad de Santiago de Chile, Av. Víctor Jara 3659, Estación Central, Santiago, Chile"", 'Millennium Nucleus on Young Exoplanets and their Moons (YEMS), Chile', 'Center for Interdisciplinary Research in Astrophysics Space Exploration (CIRAS), Universidad de Santiago de Chile, Chile'], ['Facultad de Ciencias Astronomicas y Geofisicas, Universidad Nacional de La Plata, Paseo del Bosque s/n, 1900 La Plata, Argentina', 'Instituto de Astrofísica de La Plata (IALP), CCT La Plata-CONICET-UNLP, Paseo del Bosque s/n, La Plata, Argentina'], ['National Radio Astronomy Observatory, 520 Edgemont Road, Charlottesville, VA 22903-2475, USA']]"
"The DESI Y1 RR Lyrae catalog II: The metallicity dependency of pulsational properties, the shape of the RR Lyrae instability strip, and metal rich RR Lyrae","['Gustavo~E.~Medina', 'Ting~S.~Li', 'C.~Allende~Prieto', 'L. {Beraldo e Silva}', 'A.~Bystr\\""om', 'R.~G.~Carlberg', 'S.~E.~Koposov', 'M. Lambert', 'J.~R.~Najita', 'C.~Rockosi']","[['David A. Dunlap Department of Astronomy \\& Astrophysics, University of Toronto, 50 St George Street, Toronto ON M5S 3H4, Canada', 'Dunlap Institute for Astronomy \\& Astrophysics, University of Toronto, 50 St George Street, Toronto, ON M5S 3H4, Canada'], ['David A. Dunlap Department of Astronomy \\& Astrophysics, University of Toronto, 50 St George Street, Toronto ON M5S 3H4, Canada', 'Dunlap Institute for Astronomy \\& Astrophysics, University of Toronto, 50 St George Street, Toronto, ON M5S 3H4, Canada'], [""Departamento de Astrof\\'{\\i}sica, Universidad de La Laguna (ULL), E-38206, La Laguna, Tenerife, Spain"", ""Instituto de Astrof\\'{\\i}sica de Canarias, C/ V\\'{\\i}a L\\'{a}ctea, s/n, E-38205 La Laguna, Tenerife, Spain""], ['Steward Observatory, University of Arizona, 933 N, Cherry Ave, Tucson, AZ 85721, USA', 'Observatório Nacional, Rio de Janeiro - RJ, 20921-400, Brasil'], ['Institute for Astronomy, University of Edinburgh, Royal Observatory, Blackford Hill, Edinburgh EH9 3HJ, UK'], ['Department of Astronomy \\& Astrophysics, University of Toronto, Toronto, ON M5S 3H4, Canada'], ['Institute for Astronomy, University of Edinburgh, Royal Observatory, Blackford Hill, Edinburgh EH9 3HJ, UK', 'Institute of Astronomy, University of Cambridge, Madingley Road, Cambridge CB3 0HA, UK'], ['Department of Astronomy \\& Astrophysics, University of California, Santa Cruz, Santa Cruz, CA 95064, USA'], ['NSF NOIRLab, 950 N. Cherry Avenue, Tucson, AZ 85719, USA'], ['Department of Astronomy and Astrophysics, UCO/Lick Observatory, University of California, 1156 High Street, Santa Cruz, CA 95064, USA', 'Department of Astronomy and Astrophysics, University of California, Santa Cruz, 1156 High Street, Santa Cruz, CA 95065, USA']]"
DeepDive: A deep dive into the physics of the first massive quiescent galaxies in the Universe,"['K.~Ito\\inst{1,2} \\and F.~Valentino\\inst{1,2} \\and G.~Brammer\\inst{1,3} \\and M.~L.~Hamadouche\\inst{4} \\and K.~E.~Whitaker\\inst{4,1} \\and V.~Kokorev\\inst{5} \\and P.~Zhu\\inst{1,2} \\and T.~Kakimoto\\inst{6,7} \\and P.-F.~Wu\\inst{8} \\and J.~Antwi-Danso\\inst{9} \\and W.~M.~Baker\\inst{10} \\and D.~Ceverino\\inst{11,12} \\and A.~L.~Faisst\\inst{13} \\and M.~Farcy\\inst{14} \\and S.~Fujimoto\\inst{9,15} \\and A.~Gallazzi\\inst{16} \\and S.~Gillman\\inst{1,2} \\and R.~Gottumukkala\\inst{1,3} \\and K.~E.~Heintz\\inst{1,3,17} \\and M.~Hirschmann\\inst{14} \\and C.~K.~Jespersen\\inst{18} \\and M.~Kubo\\inst{19} \\and M.~Lee\\inst{1,2} \\and G.~Magdis\\inst{1,2,3} \\and M.~Onodera\\inst{6,20} \\and R.~Shimakawa\\inst{21} \\and M.~Tanaka\\inst{6,7} \\and S.~Toft\\inst{1,3} \\and J.~R.~Weaver\\inst{4}']",[[]]
Multidimensional Nebular-Phase Calculations of Dynamically-Driven Double-Degenerate Double-Detonation Models for Type Ia Supernovae,"['J. M. Pollin,$^{1}$\\thanks{E-mail: jpollin02@qub.ac.uk} S. A. Sim,$^{1,2,3}$ L. J. Shingles,$^{4}$ R. Pakmor,$^{5}$ F. P. Callan,$^{1}$ C. E. Collins,$^{6}$ F. K. Röpke,$^{7,8,9}$ \\newauthor L. A. Kwok,$^{10}$ A. Holas,$^{7}$ and S. Srivastav$^{11}$ \\\\ $^{1}$Astrophysics Research Center, School of Mathematics and Physics, Queen’s University Belfast, Belfast BT7 1NN, Northern Ireland, UK\\\\ $^{2}$Cosmic Dawn Center (DAWN), Denmark\\\\ $^{3}$Niels Bohr Institute, University of Copenhagen, Jagtvej 155A, DK-2200, Copenhagen N, Denmark\\\\ $^{4}$GSI Helmholtzzentrum für Schwerionenforschung, Planckstraße 1, 64291 Darmstadt, Germany\\\\ $^{5}$Max-Planck-Institut für Astrophysik, Karl-Schwarzschild-Str. 1, D-85748, Garching, Germany\\\\ $^{6}$School of Physics, Trinity College Dublin, The University of Dublin, Dublin 2, Ireland\\\\ $^{7}$Heidelberger Institut für Theoretische Studien, Schloss-Wolfsbrunnenweg 35, 69118 Heidelberg, Germany\\\\ $^{8}$Zentrum für Astronomie der Universität Heidelberg, Institut für Theoretische Astrophysik, Philosophenweg 12, 69120 Heidelberg, Germany\\\\ $^{9}$Zentrum für Astronomie der Universität Heidelberg, Astronomisches Rechen-Institut, M{\\""o}nchhofstr.\\ 12--14, 69120 Heidelberg, Germany\\\\ $^{10}$Center for Interdisciplinary Exploration and Research in Astrophysics (CIERA), 1800 Sherman Ave., Evanston, IL 60201, USA\\\\ $^{11}$Department of Physics, University of Oxford, Denys Wilkinson Building, Keble Road, Oxford OX1 3RH, UK\\\\']",[[]]
When Stars Mimic Monsters: Luminous Blue Variables in SBS 0335-052 E,[],[]
ZTF J172132.75+445851.0: A Possible New Cataclysmic Variable of the VY Sculptoris Type,[],[]
"An Introduction to Mars Terraforming, 2025 Workshop Summary",[],[]
On the feasibility of laser satellite communications from the Martian surface,"['Eva Fernandez Rodriguez', 'Zachary C. Rowland', 'Roderik A. Overzier']","[[], [], []]"
Roman Observations Time Allocation Committee: Final Report and Recommendations,[],[]
CHIME/FRB Discovery of an Unusual Circularly Polarized Long-Period Radio Transient with an Accelerating Spin Period,"['Fengqiu Adam Dong', 'Kaitlyn Shin', 'Casey Law', 'Mason Ng', 'Ingrid Stairs', 'Geoffrey Bower', 'Alyssa Cassity', 'Emmanuel Fonseca', 'B.~M.~Gaensler', 'Jason W.~T.~Hessels', 'Victoria M.~Kaspi', 'Bikash Kharel', 'Calvin Leung', 'Robert A.~Main', 'Kiyoshi W.~Masui', 'James W.~McKee', 'Bradley W.~Meyers']","[['National Radio Astronomy Observatory, 520 Edgemont Rd, Charlottesville, VA 22903, USA', 'Green Bank Observatory, 155 Observatory Road, WV 24944, USA'], ['MIT Kavli Institute for Astrophysics and Space Research, Massachusetts Institute of Technology, 77 Massachusetts Ave, Cambridge, MA 02139, USA', 'Department of Physics, Massachusetts Institute of Technology, 77 Massachusetts Ave, Cambridge, MA 02139, USA'], ['Cahill Center for Astronomy and Astrophysics, MC 249-17 California Institute of Technology, Pasadena CA 91125, USA', 'Owens Valley Radio Observatory, California Institute of Technology, Big Pine CA 93513, USA'], [""Department of Physics, McGill University, 3600 rue University, Montr\\'eal, QC H3A 2T8, Canada"", ""Trottier Space Institute, McGill University, 3550 rue University, Montr\\'eal, QC H3A 2A7, Canada"", 'FRQNT Postdoctoral Fellow'], ['Department of Physics and Astronomy, University of British Columbia, 6224 Agricultural Road, Vancouver, BC V6T 1Z1 Canada'], [""Academia Sinica Institute of Astronomy and Astrophysics, 645 N. A'ohoku Pl., Hilo, HI 96720, USA"", ""East Asian Observatory, 660 N. A'ohoku Pl., Hilo, HI 96720, USA""], ['Department of Physics and Astronomy, University of British Columbia, 6224 Agricultural Road, Vancouver, BC V6T 1Z1 Canada'], ['Department of Physics and Astronomy, West Virginia University, PO Box 6315, Morgantown, WV 26506, USA', 'Center for Gravitational Waves and Cosmology, West Virginia University, Chestnut Ridge Research Building, Morgantown, WV 26505, USA'], ['Department of Astronomy and Astrophysics, University of California, Santa Cruz, 1156 High Street, Santa Cruz, CA 95060, USA', 'Dunlap Institute for Astronomy and Astrophysics, 50 St. George Street, University of Toronto, ON M5S 3H4, Canada', 'David A. Dunlap Department of Astronomy and Astrophysics, 50 St. George Street, University of Toronto, ON M5S 3H4, Canada'], [""Department of Physics, McGill University, 3600 rue University, Montr\\'eal, QC H3A 2T8, Canada"", ""Trottier Space Institute, McGill University, 3550 rue University, Montr\\'eal, QC H3A 2A7, Canada"", 'Anton Pannekoek Institute for Astronomy, University of Amsterdam, Science Park 904, 1098 XH Amsterdam, The Netherlands', 'ASTRON, Netherlands Institute for Radio Astronomy, Oude Hoogeveensedijk 4, 7991 PD Dwingeloo, The Netherlands'], [""Department of Physics, McGill University, 3600 rue University, Montr\\'eal, QC H3A 2T8, Canada"", ""Trottier Space Institute, McGill University, 3550 rue University, Montr\\'eal, QC H3A 2A7, Canada""], ['Department of Physics and Astronomy, West Virginia University, PO Box 6315, Morgantown, WV 26506, USA', 'Center for Gravitational Waves and Cosmology, West Virginia University, Chestnut Ridge Research Building, Morgantown, WV 26505, USA'], ['Miller Institute for Basic Research, University of California, Berkeley, CA 94720, United States', 'Department of Astronomy, University of California, Berkeley, CA 94720, United States'], [""Department of Physics, McGill University, 3600 rue University, Montr\\'eal, QC H3A 2T8, Canada"", ""Trottier Space Institute, McGill University, 3550 rue University, Montr\\'eal, QC H3A 2A7, Canada""], ['MIT Kavli Institute for Astrophysics and Space Research, Massachusetts Institute of Technology, 77 Massachusetts Ave, Cambridge, MA 02139, USA', 'Department of Physics, Massachusetts Institute of Technology, 77 Massachusetts Ave, Cambridge, MA 02139, USA'], ['Department of Physics and Astronomy, Union College, Schenectady, NY 12308, USA'], ['International Centre for Radio Astronomy Research (ICRAR), Curtin University, Bentley WA 6102, Australia']]"
A Multiwavelength View of $ρ$ Oph I: Resolving the X-ray Source Between A and B,[],[]
Adiabatic lapse rate estimation using a van der Waals-type equation of state,[],[]
Variability-finding in Rubin Data Preview 1 with LSDB,"['Konstantin Malanchev', 'Melissa DeLucchi', 'Neven Caplar', 'Alex I. Malz', 'Anastasia Alexov', 'Eric Aubourg', 'Amanda E Bauer', 'Wilson Beebe', 'Eric~C. Bellm', 'Robert David Blum', 'Doug Branton', 'Sandro Campos']","[[], [], [], [], ['NSF NOIRLab/NSF–DOE Vera C. Rubin Observatory HQ, 950 N. Cherry Ave., Tucson, AZ 85719, USA'], ['Université Paris Cité, CNRS, CEA, AstroParticule et Cosmologie, F-75013, Paris, France'], [], [], [], ['NSF NOIRLab/NSF–DOE Vera C. Rubin Observatory HQ, 950 N. Cherry Ave., Tucson, AZ 85719, USA'], [], []]"
"Searching for GEMS: Confirmation of TOI-5573b, a Cool, Saturn-like Planet Orbiting An M-dwarf","['Rachel B. Fernandes', 'Shubham Kanodia', 'Megan Delamer', 'Andrew Hotnisky', 'Te Han', 'Caleb I. Cañas', 'Jessica Libby-Roberts', 'Varghese Reji']","[['\\PSUAA', '\\PSUCEHW'], ['Earth and Planets Laboratory, Carnegie Science, 5241 Broad Branch Road, NW, Washington, DC 20015, USA'], ['\\PSUAA', '\\PSUCEHW'], ['\\PSUAA', '\\PSUCEHW'], ['Department of Physics \\& Astronomy, The University of California, Irvine, Irvine, CA 92697, USA'], ['NASA Goddard Space Flight Center, 8800 Greenbelt Road, Greenbelt, MD 20771, USA'], ['\\PSUAA', '\\PSUCEHW'], ['Department of Astronomy and Astrophysics, Tata Institute of Fundamental Research, Homi Bhabha Road, Colaba, Mumbai 400005, India']]"
A Bayesian Framework for UHECR Source Association and Parameter Inference,[],[]
The Type II SN 2025pht in NGC 1637: A Red Supergiant with Carbon-rich Circumstellar Dust as the First JWST Detection of a Supernova Progenitor Star,[],[]
First Associated Neutrino Search for a Failed Supernova Candidate with Super-Kamiokande,[],[]
MUSE study of two giant low surface brightness galaxies with compact satellites,[],[]
The VVVX quest for satellites around the Circinus galaxy,[],[]
Time domain astrophysics with transient sources. Delay estimate via Cross Correlation Function techniques,"[""W. Leone \\inst{1,3,4} \\and L. Burderi\\inst{2} \\and T. di Salvo\\inst{3} \\and A. Anitra\\inst{2,3} \\and A. Sanna\\inst{2} \\and A. Riggio\\inst{2} \\and R. Iaria\\inst{3} \\and F. Fiore\\inst{4} \\and F. Longo\\inst{5} \\and M. {\\v D}ur{\\' i}{\\v s}kov{\\' a} \\inst{6} \\and A. Tsvetkova \\inst{2,7,8} \\and C. Maraventano \\inst{3} \\and C. Miceli \\inst{3,9,10}""]","[[""Department of Physics, University of Trento, Via Sommarive 14, 38122 Povo(TN), Italy \\email{wladimiro.leone@unitn.it} \\and Dipartimento di Fisica, Universit\\'a degli Studi di Cagliari, SP Monserrato-Sestu, km 0.7, I-09042 Monserrato, Italy \\and Università degli Studi di Palermo, Dipartimento di Fisica e Chimica, via Archirafi 36 - 90123 Palermo, Italy \\and INAF—Osservatorio Astronomico di Trieste, Via G.B. Tiepolo 11, I–34143 Trieste, Italy \\and Istituto Nazionale di Fisica Nucleare (INFN), sezione di Trieste, Trieste, Italy \\and Department of Theoretical Physics and Astrophysics, Faculty of Science, Masaryk University, Brno, Czech Republic \\and Ioffe Institute, Politekhnicheskaya 26, 194021 St. Petersburg, Russia \\and INAF -- Osservatorio di Astrofisica e Scienza dello Spazio di Bologna, Via Piero Gobetti 93/3, 40129 Bologna, Italy \\and INAF/IASF Palermo, via Ugo La Malfa 153, I-90146 Palermo, Italy \\and IRAP, Universitè de Toulouse, CNRS, UPS, CNES, 9, avenue du Colonel Roche BP 44346 F-31028 Toulouse, Cedex 4, France""]]"
Hybrid Black Hole-Disk Driven Jets: Steady Axisymmetric Ideal MHD Modeling,"['Yu Song$^{1}$\\thanks{E-mail: songyuphy@gmail.com}~, Yehui Hou$^{2}$\\thanks{E-mail: yehuihou@pku.edu.cn}~, Lei Huang$^{3, 4}$\\thanks{E-mail: muduri@shao.ac.cn}~, Bin Chen$^{5,1,6}$\\thanks{E-mail: chenbin1@nbu.edu.cn}~']",[[]]
Hunting exomoons with a kilometric baseline interferometer,[],[]
NEO and imminent impactor discoveries from Hungary: recent results and lessons learnt,[],[]
Observing the solar corona from a formation-flying mission. First results of Proba-3/ASPIICS,[],[]
Robust Extraction of Global 21 cm Spectrum from Experiments with a Chromatic Beam Based on Physics-Motivated Error Modeling,"['Haoran Li (李浩然)', 'Furen Deng (邓辅仁)', 'Meng Zhou (周萌)', 'Yidong Xu (徐怡冬)', 'Xuelei Chen (陈学雷)']","[[""State Key Laboratory of Radio Astronomy and Technology, National Astronomical Observatories, CAS, A20 Datun Road, Chaoyang District, Beijing, 100101, People's Republic of China"", ""School of Astronomy and Space Science, University of Chinese Academy of Sciences, Beijing 100049, People's Republic of China""], [""State Key Laboratory of Radio Astronomy and Technology, National Astronomical Observatories, CAS, A20 Datun Road, Chaoyang District, Beijing, 100101, People's Republic of China"", ""School of Astronomy and Space Science, University of Chinese Academy of Sciences, Beijing 100049, People's Republic of China""], [""State Key Laboratory of Radio Astronomy and Technology, National Astronomical Observatories, CAS, A20 Datun Road, Chaoyang District, Beijing, 100101, People's Republic of China""], [""State Key Laboratory of Radio Astronomy and Technology, National Astronomical Observatories, CAS, A20 Datun Road, Chaoyang District, Beijing, 100101, People's Republic of China""], [""State Key Laboratory of Radio Astronomy and Technology, National Astronomical Observatories, CAS, A20 Datun Road, Chaoyang District, Beijing, 100101, People's Republic of China"", ""School of Astronomy and Space Science, University of Chinese Academy of Sciences, Beijing 100049, People's Republic of China""]]"
Why the Northern Hemisphere Needs a 30-40m Telescope and the Science at Stake: Ultra-Low-Mass Dwarf Galaxies Across the Boreal Cosmic Web,[],[]
Why Estimating $η_\oplus$ is Difficult: A Kepler-Centric Perspective,[],[]
Multi-wavelength variability analysis of the blazar S5 0716+714 during a long-lasting period of low activity,"['B. M. Mihov,$^{1}$\\thanks{E-mail: bmihov@astro.bas.bg (BMM)} E. G. Elhosseiny,$^{2}$ L. S. Slavcheva-Mihova,$^{1}$ Ali Takey,$^{2}$ M. N. Ismail$^{3}$ and Ramy Mawad$^{3}$ \\\\ $^{1}$Institute of Astronomy and NAO, Bulgarian Academy of Sciences, 72 Tsarigradsko Chaussee Blvd., 1784 Sofia, Bulgaria \\\\ $^{2}$National Research Institute of Astronomy and Geophysics (NRIAG), 11421 Helwan, Cairo, Egypt \\\\ $^{3}$Astronomy \\& Meteorology Department, Faculty of Science, Al-Azhar University, 11488 Cairo, Egypt']",[[]]
HiPERCAM and TESS observations of the rapidly rotating M7V star LP 89--187,[],[]
"Multiwavelength continuum, emission line and BAL variability with prominent PV absorption in the X-ray-weakest quasar PG0043+039",[],[]
Resolving the ionizing photon budget crisis with JWST/NIRCam HII clumping constraints at z=6,[],[]
Water dissociation and rotational broadening in the atmosphere of KELT-20 b from high-resolution spectroscopy,[],[]
Effect of interplanetary shock waves on turbulence parameters,[],[]
